name,brand,type,rating_value,rating_count,gender,country,year,segment,perfumers,families,top_notes,middle_notes,bottom_notes,users_notes,url
Cumulus,Tromborg,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['aromatic', 'citrus']",[],"['bergamot', 'tea-earl-grey', 'vanil']",[],[],https://aromo.ru/fragrance/tromborg-cumulus-50874/
Fawa 7 Night,Oud Elite,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],['east'],"['jabloko', 'klubnika', 'lemon']","['lily-of-the-valley', 'jasmine']","['ambra', 'kedr', 'musk', 'vanil']",[],https://aromo.ru/fragrance/oud-elite-fawa-7-night-perfume-water-eau-de-parfum-2284146/
Imperiale Eau de Cologne,Boldoot / J. C. Boldoot,Одеколон,"0,0",N/A,Выпуск прекращен,N/A,N/A,N/A,[],"['fruit', 'citrus']",[],"['citruses', 'fruity-notes']",[],[],https://aromo.ru/fragrance/boldoot--j-c-boldoot-imperiale-eau-de-cologne-63719/
Inizzio Acqua Extreme,L`acqua Di Fiori,Одеколон,"0,0",N/A,Парфюмерия масс-маркет,brazil,2010,mass-market,[],['floral'],"['citruses', 'green-notes']","['ginger', 'cinnamon', 'rose', 'jasmine']","['precious-woods', 'musk']",[],https://aromo.ru/fragrance/lacqua-di-fiori-inizzio-acqua-extreme-64141/
Instant Precieux,Solaroma,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],['floral'],[],"['apelsinovyj-cvet-flerdoranzh', 'mod', 'rose', 'vanil', 'vishna', 'jasmine']",[],[],https://aromo.ru/fragrance/solaroma-instant-precieux-64264/
Cherry Tobacco,Pocket Scents,Парфюмерная вода,"0,0",N/A,с 2021,N/A,N/A,N/A,[],"['wood', 'fruit', 'east']",[],"['pachuli', 'tabak', 'vetiver', 'vishna']",[],[],https://aromo.ru/fragrance/cherry-tobacco/
Jua,Trilogy,Духи / Экстракт,"0,0",N/A,с 2014,N/A,N/A,N/A,[],"['floral', 'east']","['bergamot', 'frezija', 'rose']","['abrikos', 'ladan', 'mint']","['kedr', 'vanil', 'vetiver']",[],https://aromo.ru/fragrance/trilogy-jua-65966/
Scratch,Parfums Delphes,Туалетная вода,"5,0",1 оценка,Выпуск прекращен,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/code-4468-scratch/
Black Durian,Feel Oud,Масляные духи,"0,0",N/A,Масляные духи,N/A,N/A,N/A,[],"['wood', 'fruit']",[],"['oud', 'durian-fruit']",[],[],https://aromo.ru/fragrance/feel-oud-black-durian-920397/
California Dream for Men,Route 66,,"0,0",N/A,с 2015,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/route-66-california-dream-for-men-2332261/
Lavendel Auslese,Dralle,,"0,0",N/A,В производстве,1943,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/dralle-lavendel-auslese-67983/
game lover,MAYME?,Парфюмерная вода,"5,0",1 оценка,с 2021,N/A,N/A,N/A,[],"['wood', 'floral', 'gourmet']",[],"['black-currant', 'geliotrop', 'magnolija', 'nutmeg', 'musk', 'pachuli', 'sandal', 'shokolad', 'virginia-cedar', 'jasmine']",[],[],https://aromo.ru/fragrance/mayme-game-lover-perfume-water-eau-de-parfum-2400341/
Love,DSH Perfumes,,"0,0",N/A,с 2014,N/A,N/A,N/A,[],"['floral', 'east']","['aldehydes', 'white-pepper']","['apelsinovyj-cvet-flerdoranzh', 'gardenija', 'jasmine']","['ambretta', 'white-musk', 'daman', 'kastoreum', 'ladan', 'musk', 'ambergris', 'civett']",[],https://aromo.ru/fragrance/dsh-perfumes-love-70806/
Lumore,O`Driu,,"0,0",N/A,с 2011,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/odriu-lumore-71200/
Be Authentic Collection Edition,Zermat,,"1,0",2 оценки,В производстве,N/A,N/A,N/A,[],"['fruit', 'floral']",[],"['drevesnyje-noty', 'grusha', 'karamel', 'klubnika', 'lily-of-the-valley', 'lichi', 'mandarin', 'musk', 'rose', 'vanil']",[],[],https://aromo.ru/fragrance/zermat-be-authentic-collection-edition-873251/
Socialite,Aromi,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],['floral'],[],"['frezija', 'gardenija', 'kedr', 'mandarin', 'peach', 'sandal', 'jasmine', 'lily']",[],[],https://aromo.ru/fragrance/aromi-socialite-89018/
Sweet Escape Strawberry Picnic,Bath and Body Works,Ароматная дымка,"0,0",N/A,Парфюмерия масс-маркет,united-states,2016,mass-market,[],"['wood', 'fruit']","['klubnika', 'krasnaja-smorodina']","['floral-notes', 'dyna']","['oak', 'musk', 'ambergris']",[],https://aromo.ru/fragrance/bath-and-body-works-sweet-escape-_-strawberry-picnic-90994/
Sweet Fall,Teufels Kuche,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/teufels-kuche-sweet-fall-90995/
Tabak,Florena,Духи / Экстракт,"0,0",N/A,Духи / Экстракт,N/A,N/A,N/A,[],['wood'],[],['tabak'],[],[],https://aromo.ru/fragrance/florena-tabak-91313/
Dreckig bleiben,Atelier PMP,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['wood', 'east']","['smoke', 'ginger', 'mandarin', 'neroli', 'calabrian-bergamot']","['balsamic-notes', 'drevesnyje-noty', 'elemi', 'gurjan-balm', 'labdanum']","['guajak', 'kedr', 'sandal', 'vanil']",[],https://aromo.ru/fragrance/atelier-pmp-dreckig-bleiben-1391273/
Love,Chaz Dean,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['fruit', 'floral']",[],"['belaja-smorodina', 'frangipani', 'grapefruit', 'jagody-asai', 'rose']",[],[],https://aromo.ru/fragrance/chaz-dean-_-love-1147147/
Venice,Franco Zarri Profumerie,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/franco-zarri-profumerie-venice-95349/
Voice for Her,Sapil,Парфюмерная вода,"3,0",1 оценка,с 2013,N/A,N/A,N/A,[],['floral'],"['floral-notes', 'fruity-notes']",['floral-notes'],"['drevesnyje-noty', 'musk']",[],https://aromo.ru/fragrance/sapil-voice-for-her-96494/
Wahaj,Dar Al Teeb / House of Fragrance,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/dar-al-teeb--house-of-fragrance-wahaj-96649/
Water Bath Secrets of Pitch (Segredos de Breu),Natura,,"3,0",2 оценки,с 2013,N/A,N/A,N/A,[],"['east', 'spicy']",[],"['tonka-bean', 'resins', 'spices']",[],[],https://aromo.ru/fragrance/natura-water-bath-secrets-of-pitch-_segredos-de-breu-96821/
Wood,Nina`s Nature,Парфюмерная вода,"0,0",N/A,с 2010,N/A,N/A,N/A,[],['wood'],[],"['sandal', 'vetiver', 'jasmine']",[],[],https://aromo.ru/fragrance/ninas-nature-wood-97867/
Lion,Dralle,,"0,0",N/A,N/A,N/A,N/A,N/A,[],['musk'],[],['musk'],[],[],https://aromo.ru/fragrance/dralle-lion-891137/
Sheikh Al Faransi,Abdul Karim Al Faransi,,"0,0",N/A,с 2015,N/A,N/A,N/A,[],['wood'],"['ambra', 'drevesnyje-noty']","['white-flowers', 'gourmand-notes', 'ambergris']","['sandal', 'oud']",[],https://aromo.ru/fragrance/abdul-karim-al-faransi-sheikh-al-faransi-527587/
Actress Pretence,Apple Parfums,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['fruit', 'floral']",[],"['white-cedar', 'jezhevika', 'mandarin', 'orchid', 'sandal']",[],[],https://aromo.ru/fragrance/apple-parfums-actress-pretence-528754/
Flower Bomb,Majid Muzaffar Iterji,Парфюмерная вода,"5,0",1 оценка,с 2012,N/A,N/A,N/A,[],"['fruit', 'floral']","['bergamot', 'mandarin', 'pink-pepper']","['chernika', 'lily-of-the-valley', 'vinograd', 'vishna']",['mindal'],[],https://aromo.ru/fragrance/majid-muzaffar-iteri-flower-bomb-perfume-water-eau-de-parfum-557297/
Parfum Royale No. 4,Roja Parfums,Духи / Экстракт,"0,0",N/A,с 2017,N/A,N/A,N/A,[],"['chypre', 'wood', 'floral']",['mandarin'],"['violet', 'geliotrop', 'ilang-ilang', 'rose', 'tuberoza', 'jasmine']","['benzoin', 'birch', 'nagarmota', 'dubovyj-moh', 'gvozdika', 'cashmeran', 'cinnamon', 'labdanum', 'musk', 'pachuli', 'sandal', 'saffron', 'fir-resin', 'trava', 'oud', 'vanil']",[],https://aromo.ru/fragrance/roja-parfums-parfum-royale-no_-4-575221/
Belle Cetim,Eudora,,"3,0",2 оценки,с 2013,N/A,N/A,N/A,[],['floral'],[],"['floral-notes', 'drevesnyje-noty', 'fruity-notes']",[],[],https://aromo.ru/fragrance/eudora-belle-cetim-587407/
Saadissima Night,Saad,Туалетная вода,"0,0",N/A,с 2011,N/A,N/A,N/A,[],['fern'],[],"['artemizija-polyn', 'bergamot', 'tabak']",[],[],https://aromo.ru/fragrance/saad-saadissima-night-599903/
Sublime Potion,Eurofragance,Туалетная вода,"0,0",N/A,Парфюмерия масс-маркет,spain,N/A,mass-market,[],"['chypre', 'fruit']",[],"['ambra', 'kozha', 'magnolija', 'raspberry', 'osmantus', 'green-tea']",[],[],https://aromo.ru/fragrance/eurofragance-sublime-potion-603505/
Naturelle Traditionnelle,Laboratoires Cadentia,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['citrus', 'aromatic']","['bergamot', 'citruses', 'lemon', 'mandarin']","['lavender', 'timjan']","['amyris', 'orange']",[],https://aromo.ru/fragrance/laboratoires-cadentia-naturelle-traditionnelle-624739/
L'eau des Collines - Gingembre,Laboratoires Cadentia,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['citrus', 'floral']","['orange', 'bergamot', 'lemon']","['white-flowers', 'grapefruit', 'gvozdika', 'ginger']","['ambra', 'white-musk']",[],https://aromo.ru/fragrance/laboratoires-cadentia-l_eau-des-collines-_-gingembre-626123/
Pair,Alcina,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['citrus', 'spicy']",[],"['citruses', 'spices']",[],[],https://aromo.ru/fragrance/alcina-pair-79601/
Parfum XII,Delettrez,Духи / Экстракт,"0,0",N/A,Выпуск прекращен,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/delettrez-parfum-xii-79980/
Be Authentic Collection Edition,Zermat,,"1,0",2 оценки,В производстве,N/A,N/A,N/A,[],"['fruit', 'floral']",[],"['drevesnyje-noty', 'grusha', 'karamel', 'klubnika', 'lily-of-the-valley', 'lichi', 'mandarin', 'musk', 'rose', 'vanil']",[],[],https://aromo.ru/fragrance/zermat-be-authentic-collection-edition-873251/
California Dream for Men,Route 66,,"0,0",N/A,с 2015,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/route-66-california-dream-for-men-2332261/
Aparte,Jean Patou,Духи / Экстракт,"0,0",N/A,с 1928,N/A,N/A,N/A,[],['floral'],[],['no-info'],[],[],https://aromo.ru/fragrance/jean-patou-aparte-917993/
Revery,Western Valley Avenue London,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/western-valley-avenue-london-revery-84298/
Romantic Summer,Tchibo,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['floral', 'fruit']","['ananas', 'orange', 'chernika']","['rose', 'sandal', 'siren']","['raspberry', 'musk', 'peach']",[],https://aromo.ru/fragrance/tchibo-romantic-summer-84783/
game lover,MAYME?,Парфюмерная вода,"5,0",1 оценка,с 2021,N/A,N/A,N/A,[],"['wood', 'floral', 'gourmet']",[],"['black-currant', 'geliotrop', 'magnolija', 'nutmeg', 'musk', 'pachuli', 'sandal', 'shokolad', 'virginia-cedar', 'jasmine']",[],[],https://aromo.ru/fragrance/mayme-game-lover-perfume-water-eau-de-parfum-2400341/
Sax and Violets Botanical Perfume,Esscentual Alchemy,,"0,0",N/A,с 2010,N/A,N/A,N/A,[],"['wood', 'fern']",[],"['bitter-orange', 'cloves', 'clary-sage', 'opopanax', 'pachuli', 'styrax']",[],[],https://aromo.ru/fragrance/esscentual-alchemy-sax-and-violets-botanical-perfume-86738/
Socialite,Aromi,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],['floral'],[],"['frezija', 'gardenija', 'kedr', 'mandarin', 'peach', 'sandal', 'jasmine', 'lily']",[],[],https://aromo.ru/fragrance/aromi-socialite-89018/
Sweet Escape Strawberry Picnic,Bath and Body Works,Ароматная дымка,"0,0",N/A,Парфюмерия масс-маркет,united-states,2016,mass-market,[],"['wood', 'fruit']","['klubnika', 'krasnaja-smorodina']","['floral-notes', 'dyna']","['oak', 'musk', 'ambergris']",[],https://aromo.ru/fragrance/bath-and-body-works-sweet-escape-_-strawberry-picnic-90994/
Sweet Fall,Teufels Kuche,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/teufels-kuche-sweet-fall-90995/
Tabak,Florena,Духи / Экстракт,"0,0",N/A,Духи / Экстракт,N/A,N/A,N/A,[],['wood'],[],['tabak'],[],[],https://aromo.ru/fragrance/florena-tabak-91313/
Wild and Free,Aromaprovokator,Духи / Экстракт,"5,0",1 оценка,Духи / Экстракт,N/A,N/A,N/A,[],"['fern', 'green']",[],"['kedr', 'konopla', 'pepper', 'sandal', 'vanil']",[],[],https://aromo.ru/fragrance/wild-and-free/
Carbon Cromo,Eudora,Одеколон,"3,0",2 оценки,Парфюмерия масс-маркет,brazil,2016,mass-market,[],"['green', 'wood']","['cinnamon', 'mandarin', 'nutmeg']","['list-fialki', 'pink-pepper']","['ambra', 'drevesnyje-noty', 'kozha', 'musk', 'vanil']",[],https://aromo.ru/fragrance/eudora-carbon-cromo-1068497/
Dastoor,Nabeel,Парфюмерная вода,"2,0",2 оценки,Парфюмерия масс-маркет,united-arab-emirates,N/A,mass-market,[],"['wood', 'floral', 'east']","['rose', 'oud']","['ambra', 'oriental-notes']",['pachuli'],[],https://aromo.ru/fragrance/nabeel-dastoor-perfume-water-eau-de-parfum-937807/
Pour Une Femme 2018,Caron,Парфюмерная вода,"0,0",N/A,Парфюмерия люкс,france,2019,suite,['richard-fraysse'],"['floral', 'east']","['apelsinovyj-cvet-flerdoranzh', 'green-mandarin']","['benzoin', 'rose']","['ambra', 'ladan']",[],https://aromo.ru/fragrance/caron-pour-une-femme-2018-perfume-water-eau-de-parfum-2112637/
Venice,Franco Zarri Profumerie,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/franco-zarri-profumerie-venice-95349/
Voice for Her,Sapil,Парфюмерная вода,"3,0",1 оценка,с 2013,N/A,N/A,N/A,[],['floral'],"['floral-notes', 'fruity-notes']",['floral-notes'],"['drevesnyje-noty', 'musk']",[],https://aromo.ru/fragrance/sapil-voice-for-her-96494/
Wahaj,Dar Al Teeb / House of Fragrance,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/dar-al-teeb--house-of-fragrance-wahaj-96649/
Water Bath Secrets of Pitch (Segredos de Breu),Natura,,"3,0",2 оценки,с 2013,N/A,N/A,N/A,[],"['east', 'spicy']",[],"['tonka-bean', 'resins', 'spices']",[],[],https://aromo.ru/fragrance/natura-water-bath-secrets-of-pitch-_segredos-de-breu-96821/
Wood,Nina`s Nature,Парфюмерная вода,"0,0",N/A,с 2010,N/A,N/A,N/A,[],['wood'],[],"['sandal', 'vetiver', 'jasmine']",[],[],https://aromo.ru/fragrance/ninas-nature-wood-97867/
Sheikh Al Faransi,Abdul Karim Al Faransi,,"0,0",N/A,с 2015,N/A,N/A,N/A,[],['wood'],"['ambra', 'drevesnyje-noty']","['white-flowers', 'gourmand-notes', 'ambergris']","['sandal', 'oud']",[],https://aromo.ru/fragrance/abdul-karim-al-faransi-sheikh-al-faransi-527587/
Actress Pretence,Apple Parfums,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['fruit', 'floral']",[],"['white-cedar', 'jezhevika', 'mandarin', 'orchid', 'sandal']",[],[],https://aromo.ru/fragrance/apple-parfums-actress-pretence-528754/
Flower Bomb,Majid Muzaffar Iterji,Парфюмерная вода,"5,0",1 оценка,с 2012,N/A,N/A,N/A,[],"['fruit', 'floral']","['bergamot', 'mandarin', 'pink-pepper']","['chernika', 'lily-of-the-valley', 'vinograd', 'vishna']",['mindal'],[],https://aromo.ru/fragrance/majid-muzaffar-iteri-flower-bomb-perfume-water-eau-de-parfum-557297/
Parfum Royale No. 4,Roja Parfums,Духи / Экстракт,"0,0",N/A,с 2017,N/A,N/A,N/A,[],"['chypre', 'wood', 'floral']",['mandarin'],"['violet', 'geliotrop', 'ilang-ilang', 'rose', 'tuberoza', 'jasmine']","['benzoin', 'birch', 'nagarmota', 'dubovyj-moh', 'gvozdika', 'cashmeran', 'cinnamon', 'labdanum', 'musk', 'pachuli', 'sandal', 'saffron', 'fir-resin', 'trava', 'oud', 'vanil']",[],https://aromo.ru/fragrance/roja-parfums-parfum-royale-no_-4-575221/
Belle Cetim,Eudora,,"3,0",2 оценки,с 2013,N/A,N/A,N/A,[],['floral'],[],"['floral-notes', 'drevesnyje-noty', 'fruity-notes']",[],[],https://aromo.ru/fragrance/eudora-belle-cetim-587407/
Saadissima Night,Saad,Туалетная вода,"0,0",N/A,с 2011,N/A,N/A,N/A,[],['fern'],[],"['artemizija-polyn', 'bergamot', 'tabak']",[],[],https://aromo.ru/fragrance/saad-saadissima-night-599903/
Sublime Potion,Eurofragance,Туалетная вода,"0,0",N/A,Парфюмерия масс-маркет,spain,N/A,mass-market,[],"['chypre', 'fruit']",[],"['ambra', 'kozha', 'magnolija', 'raspberry', 'osmantus', 'green-tea']",[],[],https://aromo.ru/fragrance/eurofragance-sublime-potion-603505/
Naturelle Traditionnelle,Laboratoires Cadentia,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['citrus', 'aromatic']","['bergamot', 'citruses', 'lemon', 'mandarin']","['lavender', 'timjan']","['amyris', 'orange']",[],https://aromo.ru/fragrance/laboratoires-cadentia-naturelle-traditionnelle-624739/
L'eau des Collines - Gingembre,Laboratoires Cadentia,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['citrus', 'floral']","['orange', 'bergamot', 'lemon']","['white-flowers', 'grapefruit', 'gvozdika', 'ginger']","['ambra', 'white-musk']",[],https://aromo.ru/fragrance/laboratoires-cadentia-l_eau-des-collines-_-gingembre-626123/
Bergamont,Lisa & Sara,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['citrus', 'floral']","['bergamot', 'grapefruit']",['rozovyy-pion'],['jasmine'],[],https://aromo.ru/fragrance/lisa-sara-bergamont-629465/
Ignite,Rue21,,"0,0",N/A,с 2016,N/A,N/A,N/A,[],['east'],"['bergamot', 'mandarin', 'mint']","['cocoa', 'coffee', 'ladan']","['ambra', 'tonka-bean', 'pachuli', 'sandal', 'vanil']",[],https://aromo.ru/fragrance/rue21-ignite-666767/
FM 04,FM by Federico Mahora,Духи / Экстракт,"0,0",N/A,Духи / Экстракт,N/A,N/A,N/A,[],['floral'],[],"['black-currant', 'frezija', 'lemon', 'magnolija', 'ogurec', 'peony']",[],[],https://aromo.ru/fragrance/fm-by-federico-mahora-fm-04-perfume-extract-parfum-extrait-de-parfum-2284301/
Océan,Arömantom,Твёрдые духи,"0,0",N/A,Твёрдые духи,N/A,N/A,N/A,[],['water'],"['bergamot', 'grapefruit', 'mandarin', 'sea-salt', 'sage']","['minerals', 'morskije-noty', 'morskije-vodorosli']","['ambra', 'kedr', 'musk']",[],https://aromo.ru/fragrance/aromantom-oc_an-682645/
